,Customer Type,Type of Travel,Class,satisfaction,Flight Distance,Inflight entertainment,Baggage handling,Arrival Delay in Minutes
680,1,2,2,2,1723,5,5,0.0
681,1,2,3,2,123,5,5,0.0
682,1,2,2,2,2825,5,5,10.0
683,1,2,2,2,3610,5,5,0.0
684,1,2,3,1,337,2,4,6.0
685,1,2,2,1,1642,1,3,14.0
686,2,2,2,2,1041,2,5,1.0
687,1,1,3,1,991,5,3,0.0
688,2,2,2,2,473,1,4,33.0
689,2,2,3,1,608,1,3,45.0
690,1,2,3,2,455,4,1,0.0
691,1,1,3,1,862,4,5,21.0
692,1,2,2,2,3381,5,5,0.0
693,1,1,3,1,972,2,4,0.0
694,1,1,1,1,834,4,3,100.0
695,2,2,3,1,1107,5,4,5.0
696,1,2,2,2,3561,5,3,4.0
697,1,2,3,1,606,1,4,2.0
698,1,1,1,1,1069,2,4,31.0
699,1,2,2,2,1707,4,4,15.0
700,2,2,3,1,501,3,4,0.0
701,2,2,2,1,541,4,5,0.0
702,2,2,2,1,421,4,4,0.0
703,1,1,3,1,1390,3,4,260.0
704,1,2,1,1,266,2,3,56.0
705,1,2,2,2,1062,4,4,32.0
706,1,1,3,1,992,3,4,7.0
707,1,2,2,2,502,5,5,6.0
708,2,1,3,2,1334,4,4,0.0
709,1,2,2,2,854,5,2,0.0
710,1,2,2,1,173,3,1,0.0
711,1,1,3,1,1033,2,5,22.0
712,1,2,2,1,236,1,4,0.0
713,1,2,2,2,1685,3,3,5.0
714,1,1,3,1,647,2,3,0.0
715,1,2,2,2,2088,4,4,0.0
716,2,2,3,1,1576,1,4,0.0
717,1,2,2,2,3802,5,5,86.0
718,1,1,1,1,101,5,4,0.0
719,1,2,3,1,650,2,2,0.0
720,1,2,2,2,416,4,4,0.0
721,1,2,1,1,223,2,2,20.0
722,1,2,3,2,1005,4,4,0.0
723,1,1,3,1,834,2,3,92.0
724,2,2,3,1,247,4,2,6.0
725,2,2,3,1,986,1,4,26.0
726,1,1,3,1,1635,2,5,0.0
727,2,2,1,1,868,3,3,0.0
728,1,2,2,2,370,5,5,0.0
729,1,1,2,1,1237,4,3,1.0
730,1,2,1,1,110,3,4,0.0
731,1,2,2,2,749,5,4,11.0
732,1,1,3,1,1154,3,5,0.0
733,1,1,3,1,145,5,5,0.0
734,1,1,3,1,581,2,4,0.0
735,1,1,3,1,1197,4,4,0.0
736,1,2,2,2,2450,2,3,0.0
737,1,2,2,1,1966,3,3,5.0
738,1,2,3,2,493,3,4,0.0
739,1,2,2,1,3664,1,1,3.0
740,1,1,3,1,214,1,1,0.0
741,2,2,2,2,1039,5,4,0.0
742,2,2,3,1,140,2,3,9.0
743,1,2,2,2,1937,5,5,0.0
744,2,2,3,1,434,1,1,6.0
745,1,1,3,1,294,1,5,0.0
746,1,1,3,1,473,1,4,26.0
747,1,2,2,2,2818,4,4,0.0
748,1,2,2,2,74,5,5,0.0
749,1,2,2,2,3538,5,5,0.0
750,1,2,3,1,308,2,3,0.0
751,1,2,3,2,308,3,3,0.0
752,1,2,2,2,2583,5,4,0.0
753,1,2,2,1,1621,4,4,0.0
754,1,1,3,1,251,5,5,0.0
755,1,2,2,2,3247,4,4,0.0
756,1,2,1,2,685,4,1,0.0
757,1,1,1,1,148,4,4,27.0
758,1,2,2,1,860,2,2,0.0
759,1,2,2,2,1565,5,5,19.0
760,1,2,3,2,224,5,1,0.0
761,1,1,3,1,438,4,4,0.0
762,1,2,2,1,1379,3,3,0.0
763,2,2,3,2,303,3,2,0.0
764,1,1,1,1,67,5,4,16.0
765,2,2,3,1,862,4,3,33.0
766,1,1,1,1,223,4,5,0.0
767,1,2,2,2,569,4,4,0.0
768,1,1,3,1,2475,1,3,0.0
769,1,2,2,1,1835,2,2,33.0
770,2,2,3,1,1444,4,4,0.0
771,1,2,1,2,346,2,2,0.0
772,1,1,3,1,1546,3,5,5.0
773,1,2,3,2,846,4,3,0.0
774,1,2,3,1,459,3,2,69.0
775,1,2,2,2,2731,5,5,0.0
776,1,2,2,2,2040,5,5,0.0
777,1,2,2,2,1971,5,4,5.0
778,1,2,2,1,3807,3,1,0.0
779,1,2,2,1,2446,1,4,49.0
780,2,2,3,1,1142,1,3,26.0
781,2,2,2,2,395,5,4,0.0
782,1,2,2,2,160,5,5,0.0
783,1,1,3,1,588,5,2,0.0
784,1,2,2,2,937,2,2,0.0
785,1,2,2,1,3275,2,2,0.0
786,1,1,3,1,484,2,2,0.0
787,2,2,2,1,678,4,5,0.0
788,2,2,3,1,358,5,2,45.0
789,1,1,3,1,605,2,5,0.0
790,1,2,2,2,594,5,5,27.0
791,2,2,3,1,876,2,3,0.0
792,2,2,3,1,1249,4,3,142.0
793,1,1,3,1,992,4,4,0.0
794,1,2,2,1,3967,3,3,2.0
795,1,2,3,2,764,5,4,58.0
796,1,2,3,2,588,5,3,0.0
797,1,1,3,1,630,1,1,1.0
798,1,2,3,1,510,2,2,100.0
799,1,2,2,2,3954,5,5,0.0
800,1,1,3,1,528,1,5,8.0
801,1,2,2,2,1963,4,5,0.0
802,1,2,2,2,3548,5,5,0.0
803,2,2,3,1,308,5,3,3.0
804,2,2,2,1,731,3,4,0.0
805,1,2,1,2,229,4,4,75.0
806,1,1,3,1,908,2,5,0.0
807,1,2,2,2,2537,4,4,0.0
808,1,2,3,2,304,5,4,0.0
809,1,2,2,2,189,3,3,61.0
810,2,2,2,2,447,2,4,0.0
811,1,2,3,2,373,5,4,0.0
812,1,1,2,1,1020,2,4,0.0
813,1,2,3,2,1562,5,5,27.0
814,1,2,2,2,2139,4,4,23.0
815,1,1,3,1,409,4,4,38.0
816,1,2,2,2,2918,5,5,6.0
817,1,2,2,2,3657,5,4,33.0
818,2,2,2,1,179,4,4,0.0
819,1,2,2,1,2318,2,1,0.0
820,1,1,3,1,220,2,5,22.0
821,1,2,2,1,431,3,3,5.0
822,2,2,3,1,495,3,3,0.0
823,1,2,2,2,528,4,4,0.0
824,1,2,1,1,1204,2,3,34.0
825,1,2,2,2,1371,3,3,3.0
826,1,1,3,1,391,1,5,0.0
827,1,2,2,2,1724,4,4,0.0
828,1,1,3,1,2378,3,4,0.0
829,2,2,3,1,187,4,5,66.0
830,1,2,1,2,1190,5,3,100.0
831,1,2,2,2,3391,5,5,14.0
832,1,1,3,1,733,3,3,0.0
833,1,2,2,2,458,4,4,12.0
834,2,2,2,1,271,5,3,0.0
835,1,2,2,2,2243,4,4,0.0
836,1,2,2,2,1788,5,5,0.0
837,1,1,3,1,468,1,1,0.0
838,2,2,2,1,689,3,4,0.0
839,1,2,2,2,1849,3,3,0.0
840,1,1,1,1,794,5,4,7.0
841,1,2,2,2,3455,4,4,0.0
842,1,2,2,2,1958,5,5,18.0
843,1,2,2,2,502,5,5,0.0
844,1,1,3,1,447,3,3,0.0
845,1,1,3,1,163,5,2,2.0
846,1,1,3,1,601,1,4,39.0
847,2,2,2,1,403,4,4,1.0
848,1,1,3,1,631,1,3,0.0
849,1,2,2,2,1448,3,5,0.0
850,1,1,3,1,1013,4,4,22.0
851,1,1,3,1,581,2,4,56.0
852,1,1,3,1,403,2,4,36.0
853,1,2,3,2,421,4,4,20.0
854,1,2,2,2,3066,5,5,0.0
855,1,2,3,2,315,5,5,0.0
856,1,1,3,1,377,1,4,0.0
857,1,2,2,2,1886,5,5,0.0
858,1,2,2,1,1810,5,3,12.0
859,1,1,3,1,253,2,5,103.0
860,1,2,3,2,320,5,4,0.0
861,1,2,2,2,1013,3,2,13.0
862,1,1,3,1,2602,4,4,13.0
863,1,1,3,1,761,3,4,0.0
864,1,1,3,1,2173,4,4,55.0
865,2,2,3,1,292,1,4,1.0
866,1,1,3,1,612,4,5,93.0
867,1,1,3,1,594,3,3,46.0
868,1,2,3,1,1085,4,4,86.0
869,1,2,2,2,3993,4,4,0.0
870,1,2,1,1,449,1,3,0.0
872,1,2,2,1,1947,3,4,0.0
873,1,2,2,2,2248,5,5,8.0
874,1,1,3,1,1023,2,2,0.0
875,1,2,2,2,783,2,2,4.0
876,1,2,2,2,1076,4,5,44.0
877,1,2,2,2,3534,4,5,0.0
878,2,2,3,1,589,3,2,0.0
879,1,2,2,2,3885,5,5,0.0
880,1,2,3,1,667,1,3,27.0
881,1,1,3,1,277,1,1,1.0
882,1,1,3,1,354,3,4,0.0
883,1,2,2,1,145,3,3,0.0
884,1,1,3,1,547,1,1,31.0
885,1,1,3,1,1182,2,5,0.0
886,1,1,3,1,679,3,5,20.0
887,1,1,3,1,1471,3,3,44.0
888,1,1,3,1,372,4,4,0.0
889,2,2,2,2,1318,4,3,0.0
890,1,2,2,2,737,5,5,3.0
891,1,1,3,1,589,4,4,17.0
892,1,2,3,2,954,2,2,0.0
893,1,2,3,2,399,4,1,0.0
894,1,2,2,2,2475,4,4,0.0
895,1,2,3,1,868,3,3,307.0
896,1,2,2,1,3494,3,3,0.0
897,1,2,2,2,488,4,4,0.0
898,1,1,3,1,487,3,3,0.0
899,1,1,3,1,588,4,1,0.0
900,1,2,2,2,393,4,4,0.0
901,1,2,2,1,190,4,3,156.0
902,1,2,1,1,862,4,4,3.0
903,1,1,1,1,332,4,4,0.0
904,1,2,2,1,3465,1,1,0.0
905,1,1,3,1,337,3,2,0.0
906,2,2,3,1,639,4,1,0.0
907,1,2,3,2,950,5,4,25.0
908,1,1,3,1,689,3,4,0.0
909,2,2,2,1,589,4,3,2.0
910,1,2,2,2,125,5,5,0.0
911,1,2,2,2,2415,4,4,19.0
912,1,2,3,2,451,5,1,74.0
913,1,2,2,2,1947,5,5,0.0
914,1,1,3,1,2153,3,4,2.0
915,1,2,3,2,612,5,5,7.0
916,1,2,2,1,163,3,2,0.0
917,1,1,3,1,587,3,3,0.0
918,1,2,1,1,1947,1,1,0.0
919,1,1,3,1,546,5,3,76.0
920,1,2,3,1,1438,2,2,91.0
921,1,1,3,1,1192,3,4,0.0
922,1,1,3,1,594,4,2,9.0
923,1,2,3,2,170,4,3,0.0
924,1,1,3,2,679,1,2,0.0
925,2,2,2,2,978,4,5,0.0
926,1,1,3,1,143,2,2,109.0
927,1,2,2,2,2337,4,4,10.0
928,1,2,2,2,2358,2,2,4.0
929,1,2,2,1,602,2,2,0.0
930,1,2,2,2,189,5,5,109.0
931,1,1,3,1,301,1,3,0.0
932,1,2,2,1,528,4,4,0.0
933,2,2,3,2,214,5,5,0.0
934,2,2,3,1,163,2,1,0.0
935,1,1,3,2,1024,4,4,22.0
936,1,1,3,1,280,3,5,0.0
937,1,1,3,1,605,1,4,33.0
938,1,2,3,1,833,1,1,0.0
939,1,2,2,2,3895,4,4,5.0
940,2,2,2,1,304,2,4,77.0
941,1,2,2,1,429,3,3,25.0
942,1,2,1,1,874,2,3,9.0
943,1,2,2,2,3434,1,4,0.0
944,1,1,3,1,1972,3,3,0.0
945,1,1,3,1,1085,4,5,51.0
946,1,1,3,1,214,4,2,0.0
947,1,1,3,1,378,1,4,33.0
948,1,1,3,1,130,5,3,9.0
949,1,2,3,1,680,2,4,0.0
950,1,2,3,1,308,2,2,15.0
951,1,1,3,1,1749,1,3,0.0
952,1,1,3,1,337,3,4,65.0
953,1,2,2,2,2342,4,4,11.0
954,1,2,2,2,1346,5,5,0.0
955,1,1,3,1,316,4,4,101.0
956,1,2,3,2,1056,5,5,0.0
957,2,2,2,1,224,3,5,3.0
958,1,2,2,2,1834,5,5,0.0
959,1,1,3,1,488,2,4,0.0
960,2,2,3,1,534,3,4,34.0
961,1,2,2,1,1642,4,2,155.0
962,1,1,3,1,337,5,5,0.0
963,1,1,3,1,333,5,4,1.0
964,1,2,1,2,257,5,5,0.0
965,1,1,3,1,733,1,3,2.0
966,1,1,1,1,262,3,3,16.0
967,1,2,3,1,420,4,4,2.0
968,2,2,3,1,895,2,5,0.0
969,1,2,2,1,158,1,2,0.0
970,2,2,3,2,177,1,3,0.0
971,1,2,2,2,2176,5,5,0.0
972,1,1,3,1,1416,3,3,0.0
973,1,2,2,2,390,5,5,11.0
974,1,1,1,1,153,3,4,0.0
975,1,2,2,2,2538,3,3,4.0
976,1,2,2,2,2342,5,5,0.0
977,1,2,2,2,2285,5,5,1.0
978,1,2,2,2,3944,1,1,0.0
979,2,2,2,2,185,3,4,0.0
980,1,1,2,1,1426,1,3,21.0
981,1,2,3,2,302,5,5,19.0
982,1,1,2,1,861,2,4,7.0
983,1,2,2,2,347,4,4,38.0
984,1,2,2,2,1680,5,5,14.0
985,1,1,2,1,160,1,4,0.0
986,2,2,3,1,1209,4,3,2.0
987,1,2,1,1,590,3,2,0.0
988,2,2,1,1,391,3,5,0.0
989,1,2,2,2,2072,4,4,13.0
990,1,2,1,2,737,4,1,0.0
991,1,2,2,2,258,4,4,60.0
992,1,1,3,1,1073,3,4,0.0
994,1,2,2,2,4243,3,4,0.0
995,1,2,2,2,1091,4,2,0.0
996,1,1,3,1,2075,5,4,19.0
997,1,1,3,1,284,5,2,0.0
998,1,2,1,2,448,1,1,0.0
999,1,2,2,2,1744,5,5,0.0
1000,2,2,2,1,1089,1,4,7.0
1001,1,1,3,1,419,1,2,0.0
1002,1,2,2,2,1942,5,5,0.0
1003,2,1,3,1,589,3,1,12.0
1004,1,2,2,2,2246,3,3,32.0
1005,1,2,2,2,1086,4,4,0.0
1006,2,2,3,1,594,3,4,0.0
1007,2,2,1,1,316,4,4,0.0
1008,1,2,3,2,899,3,3,0.0
1009,1,1,3,1,2106,3,4,32.0
1010,1,1,3,1,954,2,4,32.0
1011,1,2,2,2,258,4,4,0.0
1012,1,1,2,1,337,1,1,0.0
1013,2,2,3,1,936,1,4,0.0
1014,1,1,2,1,2521,4,3,0.0
1015,1,1,3,1,255,5,5,0.0
1016,1,2,2,2,630,2,5,13.0
1017,1,2,3,1,837,2,2,1.0
1018,2,2,3,1,1269,4,4,19.0
1019,1,2,2,2,229,4,4,0.0
1020,1,2,3,2,323,4,1,45.0
1021,1,2,2,2,588,5,4,0.0
1022,1,2,2,2,980,5,5,0.0
1023,2,2,2,2,1138,5,4,0.0
1024,1,2,3,2,594,4,4,0.0
1025,1,2,2,2,1927,4,4,0.0
1026,1,2,3,1,224,3,3,0.0
1027,1,2,2,2,1968,3,3,0.0
1028,1,2,3,2,317,5,3,0.0
1029,1,1,3,1,1460,1,4,17.0
1030,2,2,3,2,196,5,4,154.0
1031,1,1,3,1,135,2,2,0.0
1032,1,1,3,1,395,4,5,33.0
1033,1,1,1,1,819,4,3,7.0
1034,1,2,2,2,2582,4,1,0.0
1035,1,2,2,1,651,1,1,0.0
1036,1,1,3,1,302,5,4,29.0
1037,1,1,3,1,447,3,5,15.0
1038,1,1,1,1,289,3,4,0.0
1039,1,1,2,1,253,3,3,0.0
1040,2,2,3,1,833,2,3,41.0
1041,2,2,3,1,399,2,3,0.0
1042,1,1,3,1,315,2,2,0.0
1043,1,1,1,1,427,3,3,0.0
1044,2,2,2,1,689,1,5,3.0
1045,1,1,1,1,413,1,3,20.0
1046,1,2,2,2,2097,4,4,43.0
1047,1,2,3,2,594,5,1,5.0
1048,2,2,3,1,101,1,4,0.0
1049,1,2,2,1,302,2,2,0.0
1050,1,2,2,2,1930,4,4,0.0
1051,1,2,2,1,2153,2,2,43.0
1052,1,2,3,2,1064,4,4,0.0
1053,1,2,2,2,1235,3,3,0.0
1054,1,1,3,1,236,2,4,2.0
1055,2,2,3,1,569,3,3,0.0
1056,1,2,2,1,3169,2,2,0.0
1057,1,1,2,1,1189,3,5,0.0
1058,1,1,3,1,419,4,4,147.0
1059,1,2,2,2,414,4,4,2.0
1060,1,1,3,1,700,5,2,0.0
1061,1,2,2,2,3902,5,5,53.0
1062,1,2,2,2,2511,4,4,1.0
1063,2,2,3,1,163,5,2,1.0
1064,1,2,3,1,266,2,2,2.0
1065,1,2,2,1,694,1,4,11.0
1066,1,2,2,2,2770,4,4,0.0
1067,1,2,2,2,354,5,4,18.0
1068,1,2,2,2,3972,5,4,5.0
1069,1,2,2,2,3227,4,4,60.0
1070,1,2,3,1,327,3,3,62.0
1071,1,2,2,2,3467,4,4,0.0
1072,1,2,2,2,919,4,4,13.0
1073,1,1,3,1,192,1,4,0.0
1074,1,1,3,1,980,4,4,0.0
1075,2,2,3,1,349,4,4,39.0
1076,1,1,3,1,261,2,4,217.0
1077,1,1,3,1,200,2,3,4.0
1078,1,2,1,1,1068,3,3,60.0
1079,1,2,2,2,2032,5,5,0.0
1080,1,1,3,1,102,1,3,0.0
1081,2,2,2,1,723,1,4,0.0
1082,1,1,3,2,1127,5,5,3.0
1083,2,2,2,2,393,4,4,0.0
1084,1,1,3,1,280,2,2,0.0
1085,1,1,3,1,1481,3,2,0.0
1086,1,1,1,1,369,3,3,0.0
1087,1,2,3,2,828,4,3,124.0
1088,2,2,2,1,236,2,4,0.0
1089,1,2,2,2,372,5,5,48.0
1090,1,2,2,2,1444,4,4,0.0
1091,1,1,1,1,1620,4,4,1.0
1092,1,2,2,2,3746,4,3,0.0
1093,1,2,2,2,2922,4,4,0.0
1094,1,1,3,2,1258,3,3,0.0
1095,2,2,3,1,473,3,3,0.0
1096,1,1,3,1,473,4,5,0.0
1097,1,2,2,2,2945,4,4,3.0
1098,1,2,2,2,1999,5,5,0.0
1099,1,2,2,2,2133,5,5,0.0
1100,2,2,2,1,588,3,4,30.0
1101,1,2,2,2,3839,4,4,53.0
1102,1,1,3,1,933,3,5,0.0
1103,1,2,3,2,177,5,5,0.0
1104,1,2,2,1,306,4,4,0.0
1105,1,1,2,1,304,1,4,0.0
1106,2,2,2,1,206,1,1,9.0
1107,1,2,2,2,361,5,5,0.0
1108,1,1,3,1,1620,2,4,0.0
1109,1,1,3,1,175,3,3,0.0
1110,1,2,2,2,1979,3,3,47.0
1111,1,1,3,1,391,3,4,0.0
1112,1,2,2,2,998,4,4,150.0
1113,2,2,2,2,196,2,4,40.0
1114,1,2,2,1,3857,2,2,0.0
1115,2,2,3,1,109,5,3,0.0
1116,1,2,2,1,300,3,3,9.0
1117,2,2,2,1,2342,3,5,0.0
1118,1,2,2,2,696,4,4,116.0
1119,1,2,2,2,721,3,4,39.0
1120,1,2,2,1,3979,2,2,0.0
1121,1,2,2,2,299,4,4,4.0
1122,2,2,2,1,460,5,5,0.0
1123,2,2,3,2,1351,4,5,0.0
1125,1,1,3,2,1068,3,3,1.0
1126,1,1,3,1,1956,3,3,0.0
1127,1,2,2,1,3523,4,4,0.0
1128,1,2,2,2,158,5,3,4.0
1129,1,2,2,1,134,3,2,171.0
1130,2,2,2,2,594,2,4,0.0
1131,1,2,2,2,1893,5,4,0.0
1132,1,2,2,2,2131,5,5,0.0
1133,1,1,3,1,719,3,4,105.0
1134,1,2,2,2,1846,3,3,0.0
1135,1,2,2,1,474,3,3,0.0
1136,1,1,1,1,764,1,1,22.0
1137,1,1,3,1,1751,1,3,5.0
1138,1,1,3,1,246,5,3,0.0
1139,1,2,2,2,3162,5,5,73.0
1140,1,1,3,1,589,5,5,84.0
1141,1,2,2,1,3132,3,2,15.0
1142,1,2,2,2,2486,5,5,0.0
1143,1,2,3,2,1235,1,2,40.0
1144,1,2,2,1,2536,1,3,22.0
1145,1,2,2,2,1682,3,5,0.0
1146,1,1,3,1,2475,1,3,15.0
1147,1,2,2,2,2378,4,5,0.0
1148,1,2,2,2,3529,4,4,11.0
1149,1,2,2,2,2414,3,3,30.0
1150,1,2,2,2,316,4,4,0.0
1151,1,1,3,1,471,3,4,123.0
1152,1,2,2,2,2221,4,4,7.0
1153,1,1,3,1,694,1,1,0.0
1154,1,2,2,2,2908,4,5,0.0
1155,1,2,3,1,1773,2,2,0.0
1156,1,2,3,1,446,2,4,165.0
1157,1,1,3,1,349,1,3,0.0
1158,2,2,3,1,919,4,4,0.0
1159,2,2,3,1,1389,5,5,0.0
1160,1,2,2,2,2874,4,4,11.0
1161,1,1,3,1,632,2,2,0.0
1162,1,2,2,2,3553,3,3,29.0
1163,1,2,2,2,3020,5,5,41.0
1164,2,2,2,2,719,4,5,56.0
1165,1,2,2,2,3221,4,4,39.0
1166,1,1,1,1,108,4,5,39.0
1167,1,2,2,2,1549,4,5,0.0
1168,1,2,2,1,371,1,3,165.0
1169,1,2,2,2,3331,5,2,0.0
1170,2,2,3,1,759,4,4,0.0
1171,2,2,3,1,950,2,4,0.0
1172,1,1,3,1,501,2,2,0.0
1173,1,2,3,2,224,3,3,6.0
1174,2,2,2,1,235,5,5,5.0
1175,1,2,2,1,1819,3,2,0.0
1176,1,2,3,2,692,5,2,0.0
1177,1,1,3,1,948,5,3,0.0
1178,1,1,3,1,480,3,1,0.0
1179,1,2,2,2,271,3,4,0.0
1180,1,2,2,1,991,4,4,27.0
1181,1,2,1,1,402,3,3,6.0
1182,1,1,3,2,2762,2,4,0.0
1183,1,1,3,1,448,1,1,0.0
1184,1,1,3,1,2173,2,2,0.0
1185,1,2,2,2,255,3,2,0.0
1186,1,2,2,2,3857,5,5,0.0
1187,1,2,2,1,1565,3,3,1.0
1188,1,2,3,2,956,5,2,94.0
1189,1,1,3,1,177,2,2,0.0
1190,2,2,3,2,328,4,5,0.0
1191,1,1,3,1,1390,1,1,0.0
1192,1,1,2,2,2521,3,3,51.0
1193,1,2,2,2,2708,5,5,0.0
1194,1,2,3,2,160,3,3,0.0
1195,1,1,3,1,533,5,5,0.0
1196,1,2,2,2,844,5,3,83.0
1197,1,2,2,2,1807,5,5,20.0
1198,1,2,2,1,641,3,4,6.0
1199,1,2,2,2,1966,4,4,0.0
1200,2,2,3,1,448,2,5,0.0
1201,1,1,3,1,1874,5,3,39.0
1202,1,1,3,1,2036,3,5,0.0
1203,1,2,3,2,483,4,3,336.0
1204,2,2,3,1,1076,2,3,44.0
1205,2,2,3,1,532,3,5,0.0
1206,1,2,2,2,337,5,5,0.0
1207,2,2,2,1,2454,1,5,0.0
1208,1,2,2,2,3697,5,5,0.0
1209,1,2,2,2,337,5,1,0.0
1210,2,2,3,1,1036,1,5,17.0
1211,1,2,1,2,1721,4,3,0.0
1212,1,2,3,2,1174,4,3,14.0
1213,1,2,2,2,3324,4,4,17.0
1214,1,1,3,1,628,3,2,0.0
1215,1,2,2,2,1123,5,5,0.0
1216,1,1,3,1,687,5,4,0.0
1217,1,1,3,1,1514,4,4,0.0
1218,1,1,3,1,926,5,5,124.0
1219,1,2,2,2,2072,5,4,155.0
1220,1,1,3,2,546,5,4,0.0
1221,1,1,3,1,1452,5,5,0.0
1222,1,1,3,1,945,2,3,59.0
1223,1,2,2,2,1262,5,5,219.0
1224,2,2,1,1,1947,5,4,13.0
1225,1,2,1,1,192,2,3,42.0
1226,1,2,2,1,2274,2,2,0.0
1227,1,2,2,2,1444,5,5,15.0
1228,1,2,2,2,1853,3,3,0.0
1229,2,2,3,1,353,5,3,0.0
1230,1,1,1,1,214,3,3,0.0
1231,1,1,3,1,687,2,5,12.0
1232,1,1,1,1,1592,1,1,34.0
1234,1,1,3,1,1609,3,4,82.0
1235,1,1,3,1,967,4,3,8.0
1236,1,2,2,2,3988,5,5,0.0
1237,1,1,3,2,868,1,1,0.0
1238,1,2,2,2,1885,4,4,0.0
1239,1,1,3,1,2378,1,5,0.0
1240,2,2,2,1,449,2,5,1.0
1241,1,1,3,1,835,5,3,0.0
1242,1,1,3,1,601,4,1,0.0
1243,1,2,2,2,3597,2,2,11.0
1244,1,2,3,2,1195,3,3,0.0
1245,1,1,3,1,507,1,5,37.0
1246,1,2,2,1,3152,1,3,46.0
1247,1,1,3,1,347,5,4,0.0
1248,1,2,2,2,3743,5,5,0.0
1249,1,2,3,1,337,1,1,87.0
1250,1,1,3,1,957,3,3,39.0
1251,1,2,2,1,3710,4,4,0.0
1252,1,2,2,2,3964,5,5,1.0
1253,1,1,3,1,483,3,2,4.0
1254,1,1,3,1,427,1,1,0.0
1255,1,1,3,1,346,1,1,0.0
1256,1,2,2,1,1337,3,3,35.0
1257,2,2,2,1,156,4,3,0.0
1258,1,2,2,2,2486,4,4,0.0
1259,2,2,3,1,164,2,2,40.0
1260,1,1,3,1,2677,4,3,0.0
1261,2,2,2,1,590,5,5,3.0
1262,2,2,3,1,843,3,2,116.0
1263,2,2,3,1,545,2,4,5.0
1264,2,2,3,2,459,2,4,459.0
1265,1,1,3,1,1460,2,2,0.0
1266,1,2,2,2,3448,5,5,0.0
1267,1,2,2,2,3466,4,4,31.0
1268,1,2,2,2,1180,5,5,2.0
1269,1,2,2,2,3931,3,5,0.0
1270,1,2,2,2,2381,2,2,0.0
1271,1,2,3,1,366,3,4,0.0
1272,2,2,2,1,251,5,4,4.0
1273,1,1,3,1,602,2,5,10.0
1274,1,2,2,2,488,5,5,89.0
1275,1,2,2,2,2788,2,2,33.0
1276,1,1,3,1,577,2,4,13.0
1277,2,2,3,1,846,2,2,41.0
1278,1,1,3,1,787,3,4,11.0
1279,1,2,2,2,296,5,5,23.0
1280,1,1,3,1,1747,1,2,0.0
1281,1,2,2,2,2490,4,4,53.0
1282,1,2,2,2,2701,3,4,0.0
1283,1,1,3,1,192,1,3,0.0
1284,1,2,2,2,2611,4,3,0.0
1285,1,2,3,2,422,4,5,0.0
1286,1,2,2,1,306,3,3,28.0
1287,1,1,3,1,296,2,2,49.0
1288,2,2,2,2,591,5,4,0.0
1289,1,2,2,1,1475,4,4,15.0
1290,1,1,3,1,448,5,5,54.0
1291,2,2,2,2,312,4,4,0.0
1292,1,1,3,1,1947,1,1,0.0
1293,1,2,2,2,3235,3,3,0.0
1294,1,2,2,1,2432,2,2,0.0
1295,1,2,2,2,1303,5,4,0.0
1296,2,2,3,1,315,5,3,24.0
1297,1,2,2,2,2183,4,5,11.0
1298,2,2,1,1,258,4,4,0.0
1299,2,2,3,1,761,1,4,12.0
1300,1,1,3,1,937,2,3,175.0
1301,1,1,3,1,1157,1,1,0.0
1302,1,2,2,2,1747,4,4,2.0
1303,1,1,3,1,308,2,4,0.0
1304,1,1,3,1,214,5,3,4.0
1305,1,2,2,2,2164,2,2,6.0
1306,1,2,2,2,1024,4,4,0.0
1307,1,1,3,1,1670,4,4,0.0
1308,2,2,2,2,386,1,4,4.0
1309,1,1,3,1,224,2,4,0.0
1310,2,2,3,1,458,5,4,31.0
1311,1,2,2,2,895,5,5,0.0
1312,1,1,3,1,1390,3,3,0.0
1313,1,1,3,1,409,3,5,68.0
1314,2,2,3,1,320,2,5,0.0
1315,1,2,2,2,2607,1,1,0.0
1316,1,1,3,1,1197,2,4,0.0
1317,2,2,3,1,468,1,5,0.0
1318,1,2,2,1,622,2,3,19.0
1320,1,2,1,2,236,5,4,0.0
1321,2,2,2,2,405,3,5,11.0
1322,1,1,3,1,160,5,3,6.0
1323,1,1,3,1,349,4,5,0.0
1324,1,1,3,1,936,5,4,8.0
1325,2,2,2,1,337,2,4,25.0
1326,1,2,2,2,3550,4,4,0.0
1327,2,2,3,1,972,4,3,0.0
1328,1,1,1,1,302,4,3,0.0
1329,1,2,2,2,3159,3,3,0.0
1330,1,2,3,1,1706,2,2,0.0
1331,1,1,3,1,325,3,3,0.0
1332,2,2,3,1,1023,1,3,0.0
1333,1,2,3,1,787,1,1,0.0
1334,1,1,3,1,605,2,5,22.0
1335,1,2,2,2,2504,3,5,175.0
1336,1,1,3,1,1055,1,1,0.0
1337,1,2,2,2,1543,4,4,0.0
1338,2,2,2,1,1670,2,3,3.0
1339,2,2,2,1,368,2,5,2.0
1340,2,2,3,1,153,5,5,0.0
1341,1,2,2,2,1651,5,5,0.0
1342,1,2,3,1,425,4,4,0.0
1343,2,2,2,1,432,2,4,31.0
1344,1,2,2,2,1814,4,4,2.0
1345,1,1,3,1,1080,2,4,0.0
1346,2,2,3,1,237,4,4,50.0
1347,1,1,3,2,950,5,2,0.0
1348,1,2,3,2,145,4,4,9.0
1349,1,2,2,2,1739,4,4,5.0
